Date;Heure;Type;Nom;Places_Libres;Places_Totales
2025-12-29;11:42;Voiture;Circe;769;1200
2025-12-29;11:42;Voiture;Garcia Lorca;360;400
2025-12-29;11:42;Voiture;Mosson;232;328
2025-12-29;11:42;Voiture;Sabines;64;285
2025-12-29;11:42;Voiture;Sablassou;212;379
2025-12-29;11:42;Voiture;Saint Jean Le Sec;201;285
2025-12-29;11:42;Voiture;Euromedecine;144;239
2025-12-29;11:42;Voiture;Occitanie;449;615
2025-12-29;11:42;Voiture;Vicarello;34;64
2025-12-29;11:42;Voiture;Gaumont EST;74;109
2025-12-29;11:42;Voiture;Gaumont OUEST;5;250
2025-12-29;11:42;Voiture;Charles de Gaulle;151;260
2025-12-29;11:42;Voiture;Polygone;1371;1911
2025-12-29;11:42;Voiture;Arc de Triomphe;56;440
2025-12-29;11:42;Voiture;Gaumont-Circe;199;500
2025-12-29;11:42;Velo;Rue Jules Ferry - Gare Saint-Roch;5;12
2025-12-29;11:42;Velo;Comédie;14;20
2025-12-29;11:42;Velo;Hôtel de Ville;9;16
2025-12-29;11:42;Velo;Corum;7;12
2025-12-29;11:42;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;11:42;Velo;Foch;2;8
2025-12-29;11:42;Velo;Halles Castellane;12;12
2025-12-29;11:42;Velo;Observatoire;4;8
2025-12-29;11:42;Velo;Rondelet;10;16
2025-12-29;11:42;Velo;Plan Cabanes;5;12
2025-12-29;11:42;Velo;Boutonnet;4;12
2025-12-29;11:42;Velo;Emile Combes;4;8
2025-12-29;11:42;Velo;Beaux-Arts;6;16
2025-12-29;11:42;Velo;Les Aubes;2;8
2025-12-29;11:42;Velo;Antigone centre;12;12
2025-12-29;11:42;Velo;Médiathèque Emile Zola;11;16
2025-12-29;11:42;Velo;Nombre d Or;10;16
2025-12-29;11:42;Velo;Louis Blanc;13;16
2025-12-29;11:42;Velo;Gambetta;4;8
2025-12-29;11:42;Velo;Port Marianne;9;16
2025-12-29;11:42;Velo;Les Arceaux;3;8
2025-12-29;11:42;Velo;Cité Mion;4;8
2025-12-29;11:42;Velo;Nouveau Saint-Roch;5;8
2025-12-29;11:42;Velo;Renouvier;6;8
2025-12-29;11:42;Velo;Odysseum;8;8
2025-12-29;11:42;Velo;Saint-Denis;8;8
2025-12-29;11:42;Velo;Richter;13;16
2025-12-29;11:42;Velo;Charles Flahault;8;8
2025-12-29;11:42;Velo;Voltaire;3;8
2025-12-29;11:42;Velo;Prés d Arènes;4;8
2025-12-29;11:42;Velo;Garcia Lorca;2;8
2025-12-29;11:42;Velo;Vert Bois;12;16
2025-12-29;11:42;Velo;Malbosc;7;8
2025-12-29;11:42;Velo;Occitanie;19;32
2025-12-29;11:42;Velo;FacdesSciences;15;24
2025-12-29;11:42;Velo;Fac de Lettres;7;12
2025-12-29;11:42;Velo;Aiguelongue;5;8
2025-12-29;11:42;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;11:42;Velo;Euromédecine;7;8
2025-12-29;11:42;Velo;Marie Caizergues;7;8
2025-12-29;11:42;Velo;Sabines;8;8
2025-12-29;11:42;Velo;Celleneuve;4;8
2025-12-29;11:42;Velo;Jardin de la Lironde;3;8
2025-12-29;11:42;Velo;Père Soulas;1;8
2025-12-29;11:42;Velo;Place Viala;2;8
2025-12-29;11:42;Velo;Hôtel du Département;3;8
2025-12-29;11:42;Velo;Tonnelles;7;8
2025-12-29;11:42;Velo;Parvis Jules Ferry - Gare Saint-Roch;7;8
2025-12-29;11:42;Velo;Pont de Lattes - Gare Saint-Roch;9;12
2025-12-29;11:42;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;11:42;Velo;Providence - Ovalie;8;8
2025-12-29;11:42;Velo;Pérols Etang de l Or;12;68
2025-12-29;11:42;Velo;Albert 1er - Cathédrale;10;12
2025-12-29;11:42;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;11:42;Velo;Sud De France;3;8
2025-12-29;11:42;Velo;Comedie Baudin;8;8
2025-12-29;11:42;Velo;Jean de Beins;16;16
2025-12-29;12:55;Voiture;Antigone;157;239
2025-12-29;12:55;Voiture;Comedie;218;664
2025-12-29;12:55;Voiture;Corum;219;480
2025-12-29;12:55;Voiture;Europa;371;591
2025-12-29;12:55;Voiture;Foch;454;620
2025-12-29;12:55;Voiture;Gambetta;114;452
2025-12-29;12:55;Voiture;Gare;356;656
2025-12-29;12:55;Voiture;Triangle;198;434
2025-12-29;12:55;Voiture;Pitot;314;590
2025-12-29;12:55;Voiture;Circe;700;1200
2025-12-29;12:55;Voiture;Garcia Lorca;364;400
2025-12-29;12:55;Voiture;Mosson;223;328
2025-12-29;12:55;Voiture;Sabines;65;285
2025-12-29;12:55;Voiture;Sablassou;207;379
2025-12-29;12:55;Voiture;Saint Jean Le Sec;204;285
2025-12-29;12:55;Voiture;Euromedecine;142;239
2025-12-29;12:55;Voiture;Occitanie;443;615
2025-12-29;12:55;Voiture;Vicarello;35;64
2025-12-29;12:55;Voiture;Gaumont EST;74;109
2025-12-29;12:55;Voiture;Gaumont OUEST;5;250
2025-12-29;12:55;Voiture;Charles de Gaulle;154;260
2025-12-29;12:55;Voiture;Polygone;1273;1911
2025-12-29;12:55;Voiture;Arc de Triomphe;38;440
2025-12-29;12:55;Voiture;Gaumont-Circe;199;500
2025-12-29;12:55;Velo;Rue Jules Ferry - Gare Saint-Roch;5;12
2025-12-29;12:55;Velo;Comédie;14;20
2025-12-29;12:55;Velo;Hôtel de Ville;10;16
2025-12-29;12:55;Velo;Corum;7;12
2025-12-29;12:55;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;12:55;Velo;Foch;2;8
2025-12-29;12:55;Velo;Halles Castellane;12;12
2025-12-29;12:55;Velo;Observatoire;4;8
2025-12-29;12:55;Velo;Rondelet;10;16
2025-12-29;12:55;Velo;Plan Cabanes;5;12
2025-12-29;12:55;Velo;Boutonnet;4;12
2025-12-29;12:55;Velo;Emile Combes;4;8
2025-12-29;12:55;Velo;Beaux-Arts;6;16
2025-12-29;12:55;Velo;Les Aubes;2;8
2025-12-29;12:55;Velo;Antigone centre;12;12
2025-12-29;12:55;Velo;Médiathèque Emile Zola;10;16
2025-12-29;12:55;Velo;Nombre d Or;9;16
2025-12-29;12:55;Velo;Louis Blanc;13;16
2025-12-29;12:55;Velo;Gambetta;4;8
2025-12-29;12:55;Velo;Port Marianne;6;16
2025-12-29;12:55;Velo;Les Arceaux;3;8
2025-12-29;12:55;Velo;Cité Mion;4;8
2025-12-29;12:55;Velo;Nouveau Saint-Roch;5;8
2025-12-29;12:55;Velo;Renouvier;6;8
2025-12-29;12:55;Velo;Odysseum;8;8
2025-12-29;12:55;Velo;Saint-Denis;8;8
2025-12-29;12:55;Velo;Richter;13;16
2025-12-29;12:55;Velo;Charles Flahault;8;8
2025-12-29;12:55;Velo;Voltaire;3;8
2025-12-29;12:55;Velo;Prés d Arènes;4;8
2025-12-29;12:55;Velo;Garcia Lorca;2;8
2025-12-29;12:55;Velo;Vert Bois;12;16
2025-12-29;12:55;Velo;Malbosc;7;8
2025-12-29;12:55;Velo;Occitanie;19;32
2025-12-29;12:55;Velo;FacdesSciences;15;24
2025-12-29;12:55;Velo;Fac de Lettres;7;12
2025-12-29;12:55;Velo;Aiguelongue;6;8
2025-12-29;12:55;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;12:55;Velo;Euromédecine;7;8
2025-12-29;12:55;Velo;Marie Caizergues;7;8
2025-12-29;12:55;Velo;Sabines;8;8
2025-12-29;12:55;Velo;Celleneuve;4;8
2025-12-29;12:55;Velo;Jardin de la Lironde;5;8
2025-12-29;12:55;Velo;Père Soulas;1;8
2025-12-29;12:55;Velo;Place Viala;2;8
2025-12-29;12:55;Velo;Hôtel du Département;3;8
2025-12-29;12:55;Velo;Tonnelles;7;8
2025-12-29;12:55;Velo;Parvis Jules Ferry - Gare Saint-Roch;7;8
2025-12-29;12:55;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;12:55;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;12:55;Velo;Providence - Ovalie;8;8
2025-12-29;12:55;Velo;Pérols Etang de l Or;16;68
2025-12-29;12:55;Velo;Albert 1er - Cathédrale;10;12
2025-12-29;12:55;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;12:55;Velo;Sud De France;3;8
2025-12-29;12:55;Velo;Comedie Baudin;8;8
2025-12-29;12:55;Velo;Jean de Beins;15;16
2025-12-29;13:40;Voiture;Antigone;156;239
2025-12-29;13:40;Voiture;Comedie;217;664
2025-12-29;13:40;Voiture;Corum;210;480
2025-12-29;13:40;Voiture;Europa;362;591
2025-12-29;13:40;Voiture;Foch;440;620
2025-12-29;13:40;Voiture;Gambetta;117;452
2025-12-29;13:40;Voiture;Gare;368;656
2025-12-29;13:40;Voiture;Triangle;198;434
2025-12-29;13:40;Voiture;Pitot;294;590
2025-12-29;13:40;Voiture;Circe;660;1200
2025-12-29;13:40;Voiture;Garcia Lorca;357;400
2025-12-29;13:40;Voiture;Mosson;219;328
2025-12-29;13:40;Voiture;Sabines;59;285
2025-12-29;13:40;Voiture;Sablassou;201;379
2025-12-29;13:40;Voiture;Saint Jean Le Sec;200;285
2025-12-29;13:40;Voiture;Euromedecine;137;239
2025-12-29;13:40;Voiture;Occitanie;431;615
2025-12-29;13:40;Voiture;Vicarello;30;64
2025-12-29;13:40;Voiture;Gaumont EST;74;109
2025-12-29;13:40;Voiture;Gaumont OUEST;5;250
2025-12-29;13:40;Voiture;Charles de Gaulle;148;260
2025-12-29;13:40;Voiture;Polygone;1206;1911
2025-12-29;13:40;Voiture;Arc de Triomphe;37;440
2025-12-29;13:40;Voiture;Gaumont-Circe;199;500
2025-12-29;13:40;Velo;Rue Jules Ferry - Gare Saint-Roch;5;12
2025-12-29;13:40;Velo;Comédie;14;20
2025-12-29;13:40;Velo;Hôtel de Ville;10;16
2025-12-29;13:40;Velo;Corum;6;12
2025-12-29;13:40;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;13:40;Velo;Foch;2;8
2025-12-29;13:40;Velo;Halles Castellane;12;12
2025-12-29;13:40;Velo;Observatoire;4;8
2025-12-29;13:40;Velo;Rondelet;10;16
2025-12-29;13:40;Velo;Plan Cabanes;5;12
2025-12-29;13:40;Velo;Boutonnet;4;12
2025-12-29;13:40;Velo;Emile Combes;4;8
2025-12-29;13:40;Velo;Beaux-Arts;6;16
2025-12-29;13:40;Velo;Les Aubes;2;8
2025-12-29;13:40;Velo;Antigone centre;12;12
2025-12-29;13:40;Velo;Médiathèque Emile Zola;12;16
2025-12-29;13:40;Velo;Nombre d Or;7;16
2025-12-29;13:40;Velo;Louis Blanc;14;16
2025-12-29;13:40;Velo;Gambetta;3;8
2025-12-29;13:40;Velo;Port Marianne;6;16
2025-12-29;13:40;Velo;Les Arceaux;2;8
2025-12-29;13:40;Velo;Cité Mion;4;8
2025-12-29;13:40;Velo;Nouveau Saint-Roch;5;8
2025-12-29;13:40;Velo;Renouvier;6;8
2025-12-29;13:40;Velo;Odysseum;8;8
2025-12-29;13:40;Velo;Saint-Denis;8;8
2025-12-29;13:40;Velo;Richter;13;16
2025-12-29;13:40;Velo;Charles Flahault;8;8
2025-12-29;13:40;Velo;Voltaire;3;8
2025-12-29;13:40;Velo;Prés d Arènes;4;8
2025-12-29;13:40;Velo;Garcia Lorca;2;8
2025-12-29;13:40;Velo;Vert Bois;12;16
2025-12-29;13:40;Velo;Malbosc;7;8
2025-12-29;13:40;Velo;Occitanie;19;32
2025-12-29;13:40;Velo;FacdesSciences;15;24
2025-12-29;13:40;Velo;Fac de Lettres;7;12
2025-12-29;13:40;Velo;Aiguelongue;6;8
2025-12-29;13:40;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;13:40;Velo;Euromédecine;7;8
2025-12-29;13:40;Velo;Marie Caizergues;7;8
2025-12-29;13:40;Velo;Sabines;8;8
2025-12-29;13:40;Velo;Celleneuve;4;8
2025-12-29;13:40;Velo;Jardin de la Lironde;5;8
2025-12-29;13:40;Velo;Père Soulas;1;8
2025-12-29;13:40;Velo;Place Viala;2;8
2025-12-29;13:40;Velo;Hôtel du Département;3;8
2025-12-29;13:40;Velo;Tonnelles;7;8
2025-12-29;13:40;Velo;Parvis Jules Ferry - Gare Saint-Roch;7;8
2025-12-29;13:40;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;13:40;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;13:40;Velo;Providence - Ovalie;8;8
2025-12-29;13:40;Velo;Pérols Etang de l Or;16;68
2025-12-29;13:40;Velo;Albert 1er - Cathédrale;10;12
2025-12-29;13:40;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;13:40;Velo;Sud De France;3;8
2025-12-29;13:40;Velo;Comedie Baudin;8;8
2025-12-29;13:40;Velo;Jean de Beins;15;16
2025-12-29;14:27;Voiture;Antigone;161;239
2025-12-29;14:27;Voiture;Comedie;188;664
2025-12-29;14:27;Voiture;Corum;204;480
2025-12-29;14:27;Voiture;Europa;364;591
2025-12-29;14:27;Voiture;Foch;442;620
2025-12-29;14:27;Voiture;Gambetta;110;452
2025-12-29;14:27;Voiture;Gare;368;656
2025-12-29;14:27;Voiture;Triangle;168;434
2025-12-29;14:27;Voiture;Pitot;286;590
2025-12-29;14:27;Voiture;Circe;623;1200
2025-12-29;14:27;Voiture;Garcia Lorca;360;400
2025-12-29;14:27;Voiture;Mosson;211;328
2025-12-29;14:27;Voiture;Sabines;53;285
2025-12-29;14:27;Voiture;Sablassou;196;379
2025-12-29;14:27;Voiture;Saint Jean Le Sec;200;285
2025-12-29;14:27;Voiture;Euromedecine;137;239
2025-12-29;14:27;Voiture;Occitanie;425;615
2025-12-29;14:27;Voiture;Vicarello;28;64
2025-12-29;14:27;Voiture;Gaumont EST;74;109
2025-12-29;14:27;Voiture;Gaumont OUEST;5;250
2025-12-29;14:27;Voiture;Charles de Gaulle;154;260
2025-12-29;14:27;Voiture;Polygone;1530;1911
2025-12-29;14:27;Voiture;Arc de Triomphe;41;440
2025-12-29;14:27;Voiture;Gaumont-Circe;199;500
2025-12-29;14:27;Velo;Rue Jules Ferry - Gare Saint-Roch;5;12
2025-12-29;14:27;Velo;Comédie;14;20
2025-12-29;14:27;Velo;Hôtel de Ville;10;16
2025-12-29;14:27;Velo;Corum;6;12
2025-12-29;14:27;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;14:27;Velo;Foch;2;8
2025-12-29;14:27;Velo;Halles Castellane;12;12
2025-12-29;14:27;Velo;Observatoire;4;8
2025-12-29;14:27;Velo;Rondelet;11;16
2025-12-29;14:27;Velo;Plan Cabanes;5;12
2025-12-29;14:27;Velo;Boutonnet;4;12
2025-12-29;14:27;Velo;Emile Combes;4;8
2025-12-29;14:27;Velo;Beaux-Arts;7;16
2025-12-29;14:27;Velo;Les Aubes;3;8
2025-12-29;14:27;Velo;Antigone centre;12;12
2025-12-29;14:27;Velo;Médiathèque Emile Zola;14;16
2025-12-29;14:27;Velo;Nombre d Or;8;16
2025-12-29;14:27;Velo;Louis Blanc;14;16
2025-12-29;14:27;Velo;Gambetta;3;8
2025-12-29;14:27;Velo;Port Marianne;5;16
2025-12-29;14:27;Velo;Les Arceaux;2;8
2025-12-29;14:27;Velo;Cité Mion;4;8
2025-12-29;14:27;Velo;Nouveau Saint-Roch;6;8
2025-12-29;14:27;Velo;Renouvier;6;8
2025-12-29;14:27;Velo;Odysseum;8;8
2025-12-29;14:27;Velo;Saint-Denis;8;8
2025-12-29;14:27;Velo;Richter;13;16
2025-12-29;14:27;Velo;Charles Flahault;8;8
2025-12-29;14:27;Velo;Voltaire;3;8
2025-12-29;14:27;Velo;Prés d Arènes;4;8
2025-12-29;14:27;Velo;Garcia Lorca;3;8
2025-12-29;14:27;Velo;Vert Bois;12;16
2025-12-29;14:27;Velo;Malbosc;8;8
2025-12-29;14:27;Velo;Occitanie;19;32
2025-12-29;14:27;Velo;FacdesSciences;15;24
2025-12-29;14:27;Velo;Fac de Lettres;7;12
2025-12-29;14:27;Velo;Aiguelongue;6;8
2025-12-29;14:27;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;14:27;Velo;Euromédecine;8;8
2025-12-29;14:27;Velo;Marie Caizergues;7;8
2025-12-29;14:27;Velo;Sabines;8;8
2025-12-29;14:27;Velo;Celleneuve;4;8
2025-12-29;14:27;Velo;Jardin de la Lironde;5;8
2025-12-29;14:27;Velo;Père Soulas;1;8
2025-12-29;14:27;Velo;Place Viala;2;8
2025-12-29;14:27;Velo;Hôtel du Département;3;8
2025-12-29;14:27;Velo;Tonnelles;7;8
2025-12-29;14:27;Velo;Parvis Jules Ferry - Gare Saint-Roch;7;8
2025-12-29;14:27;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;14:27;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;14:27;Velo;Providence - Ovalie;8;8
2025-12-29;14:27;Velo;Pérols Etang de l Or;18;68
2025-12-29;14:27;Velo;Albert 1er - Cathédrale;10;12
2025-12-29;14:27;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;14:27;Velo;Sud De France;4;8
2025-12-29;14:27;Velo;Comedie Baudin;8;8
2025-12-29;14:27;Velo;Jean de Beins;15;16
2025-12-29;14:49;Voiture;Antigone;160;239
2025-12-29;14:49;Voiture;Comedie;168;664
2025-12-29;14:49;Voiture;Corum;206;480
2025-12-29;14:49;Voiture;Europa;364;591
2025-12-29;14:49;Voiture;Foch;434;620
2025-12-29;14:49;Voiture;Gambetta;119;452
2025-12-29;14:49;Voiture;Gare;385;656
2025-12-29;14:49;Voiture;Triangle;157;434
2025-12-29;14:49;Voiture;Pitot;289;590
2025-12-29;14:49;Voiture;Circe;634;1200
2025-12-29;14:49;Voiture;Garcia Lorca;359;400
2025-12-29;14:49;Voiture;Mosson;211;328
2025-12-29;14:49;Voiture;Sabines;55;285
2025-12-29;14:49;Voiture;Sablassou;192;379
2025-12-29;14:49;Voiture;Saint Jean Le Sec;198;285
2025-12-29;14:49;Voiture;Euromedecine;137;239
2025-12-29;14:49;Voiture;Occitanie;424;615
2025-12-29;14:49;Voiture;Vicarello;28;64
2025-12-29;14:49;Voiture;Gaumont EST;74;109
2025-12-29;14:49;Voiture;Gaumont OUEST;5;250
2025-12-29;14:49;Voiture;Charles de Gaulle;158;260
2025-12-29;14:49;Voiture;Polygone;1493;1911
2025-12-29;14:49;Voiture;Arc de Triomphe;47;440
2025-12-29;14:49;Voiture;Gaumont-Circe;199;500
2025-12-29;14:49;Velo;Rue Jules Ferry - Gare Saint-Roch;5;12
2025-12-29;14:49;Velo;Comédie;16;20
2025-12-29;14:49;Velo;Hôtel de Ville;10;16
2025-12-29;14:49;Velo;Corum;3;12
2025-12-29;14:49;Velo;Place Albert 1er - St Charles;23;27
2025-12-29;14:49;Velo;Foch;2;8
2025-12-29;14:49;Velo;Halles Castellane;12;12
2025-12-29;14:49;Velo;Observatoire;4;8
2025-12-29;14:49;Velo;Rondelet;10;16
2025-12-29;14:49;Velo;Plan Cabanes;5;12
2025-12-29;14:49;Velo;Boutonnet;4;12
2025-12-29;14:49;Velo;Emile Combes;5;8
2025-12-29;14:49;Velo;Beaux-Arts;6;16
2025-12-29;14:49;Velo;Les Aubes;3;8
2025-12-29;14:49;Velo;Antigone centre;12;12
2025-12-29;14:49;Velo;Médiathèque Emile Zola;14;16
2025-12-29;14:49;Velo;Nombre d Or;8;16
2025-12-29;14:49;Velo;Louis Blanc;14;16
2025-12-29;14:49;Velo;Gambetta;3;8
2025-12-29;14:49;Velo;Port Marianne;1;16
2025-12-29;14:49;Velo;Les Arceaux;2;8
2025-12-29;14:49;Velo;Cité Mion;4;8
2025-12-29;14:49;Velo;Nouveau Saint-Roch;6;8
2025-12-29;14:49;Velo;Renouvier;6;8
2025-12-29;14:49;Velo;Odysseum;8;8
2025-12-29;14:49;Velo;Saint-Denis;8;8
2025-12-29;14:49;Velo;Richter;14;16
2025-12-29;14:49;Velo;Charles Flahault;8;8
2025-12-29;14:49;Velo;Voltaire;4;8
2025-12-29;14:49;Velo;Prés d Arènes;4;8
2025-12-29;14:49;Velo;Garcia Lorca;2;8
2025-12-29;14:49;Velo;Vert Bois;12;16
2025-12-29;14:49;Velo;Malbosc;8;8
2025-12-29;14:49;Velo;Occitanie;20;32
2025-12-29;14:49;Velo;FacdesSciences;15;24
2025-12-29;14:49;Velo;Fac de Lettres;7;12
2025-12-29;14:49;Velo;Aiguelongue;6;8
2025-12-29;14:49;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;14:49;Velo;Euromédecine;8;8
2025-12-29;14:49;Velo;Marie Caizergues;7;8
2025-12-29;14:49;Velo;Sabines;8;8
2025-12-29;14:49;Velo;Celleneuve;4;8
2025-12-29;14:49;Velo;Jardin de la Lironde;5;8
2025-12-29;14:49;Velo;Père Soulas;1;8
2025-12-29;14:49;Velo;Place Viala;2;8
2025-12-29;14:49;Velo;Hôtel du Département;3;8
2025-12-29;14:49;Velo;Tonnelles;7;8
2025-12-29;14:49;Velo;Parvis Jules Ferry - Gare Saint-Roch;7;8
2025-12-29;14:49;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;14:49;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;14:49;Velo;Providence - Ovalie;8;8
2025-12-29;14:49;Velo;Pérols Etang de l Or;25;68
2025-12-29;14:49;Velo;Albert 1er - Cathédrale;10;12
2025-12-29;14:49;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;14:49;Velo;Sud De France;4;8
2025-12-29;14:49;Velo;Comedie Baudin;8;8
2025-12-29;14:49;Velo;Jean de Beins;15;16
2025-12-29;15:28;Voiture;Antigone;158;239
2025-12-29;15:28;Voiture;Comedie;188;664
2025-12-29;15:28;Voiture;Corum;219;480
2025-12-29;15:28;Voiture;Europa;375;591
2025-12-29;15:28;Voiture;Foch;437;620
2025-12-29;15:28;Voiture;Gambetta;128;452
2025-12-29;15:28;Voiture;Gare;377;656
2025-12-29;15:28;Voiture;Triangle;151;434
2025-12-29;15:28;Voiture;Pitot;313;590
2025-12-29;15:28;Voiture;Circe;648;1200
2025-12-29;15:28;Voiture;Garcia Lorca;364;400
2025-12-29;15:28;Voiture;Mosson;218;328
2025-12-29;15:28;Voiture;Sabines;56;285
2025-12-29;15:28;Voiture;Sablassou;197;379
2025-12-29;15:28;Voiture;Saint Jean Le Sec;202;285
2025-12-29;15:28;Voiture;Euromedecine;141;239
2025-12-29;15:28;Voiture;Occitanie;427;615
2025-12-29;15:28;Voiture;Vicarello;26;64
2025-12-29;15:28;Voiture;Gaumont EST;74;109
2025-12-29;15:28;Voiture;Gaumont OUEST;5;250
2025-12-29;15:28;Voiture;Charles de Gaulle;161;260
2025-12-29;15:28;Voiture;Polygone;515;1911
2025-12-29;15:28;Voiture;Arc de Triomphe;49;440
2025-12-29;15:28;Voiture;Gaumont-Circe;199;500
2025-12-29;15:28;Velo;Rue Jules Ferry - Gare Saint-Roch;5;12
2025-12-29;15:28;Velo;Comédie;13;20
2025-12-29;15:28;Velo;Hôtel de Ville;11;16
2025-12-29;15:28;Velo;Corum;3;12
2025-12-29;15:28;Velo;Place Albert 1er - St Charles;22;27
2025-12-29;15:28;Velo;Foch;2;8
2025-12-29;15:28;Velo;Halles Castellane;12;12
2025-12-29;15:28;Velo;Observatoire;4;8
2025-12-29;15:28;Velo;Rondelet;10;16
2025-12-29;15:28;Velo;Plan Cabanes;5;12
2025-12-29;15:28;Velo;Boutonnet;4;12
2025-12-29;15:28;Velo;Emile Combes;5;8
2025-12-29;15:28;Velo;Beaux-Arts;6;16
2025-12-29;15:28;Velo;Les Aubes;3;8
2025-12-29;15:28;Velo;Antigone centre;12;12
2025-12-29;15:28;Velo;Médiathèque Emile Zola;13;16
2025-12-29;15:28;Velo;Nombre d Or;8;16
2025-12-29;15:28;Velo;Louis Blanc;14;16
2025-12-29;15:28;Velo;Gambetta;3;8
2025-12-29;15:28;Velo;Port Marianne;1;16
2025-12-29;15:28;Velo;Les Arceaux;2;8
2025-12-29;15:28;Velo;Cité Mion;4;8
2025-12-29;15:28;Velo;Nouveau Saint-Roch;6;8
2025-12-29;15:28;Velo;Renouvier;6;8
2025-12-29;15:28;Velo;Odysseum;8;8
2025-12-29;15:28;Velo;Saint-Denis;8;8
2025-12-29;15:28;Velo;Richter;15;16
2025-12-29;15:28;Velo;Charles Flahault;8;8
2025-12-29;15:28;Velo;Voltaire;4;8
2025-12-29;15:28;Velo;Prés d Arènes;4;8
2025-12-29;15:28;Velo;Garcia Lorca;1;8
2025-12-29;15:28;Velo;Vert Bois;12;16
2025-12-29;15:28;Velo;Malbosc;8;8
2025-12-29;15:28;Velo;Occitanie;20;32
2025-12-29;15:28;Velo;FacdesSciences;15;24
2025-12-29;15:28;Velo;Fac de Lettres;7;12
2025-12-29;15:28;Velo;Aiguelongue;7;8
2025-12-29;15:28;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;15:28;Velo;Euromédecine;8;8
2025-12-29;15:28;Velo;Marie Caizergues;6;8
2025-12-29;15:28;Velo;Sabines;8;8
2025-12-29;15:28;Velo;Celleneuve;4;8
2025-12-29;15:28;Velo;Jardin de la Lironde;5;8
2025-12-29;15:28;Velo;Père Soulas;1;8
2025-12-29;15:28;Velo;Place Viala;2;8
2025-12-29;15:28;Velo;Hôtel du Département;2;8
2025-12-29;15:28;Velo;Tonnelles;7;8
2025-12-29;15:28;Velo;Parvis Jules Ferry - Gare Saint-Roch;7;8
2025-12-29;15:28;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;15:28;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;15:28;Velo;Providence - Ovalie;8;8
2025-12-29;15:28;Velo;Pérols Etang de l Or;25;68
2025-12-29;15:28;Velo;Albert 1er - Cathédrale;10;12
2025-12-29;15:28;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;15:28;Velo;Sud De France;4;8
2025-12-29;15:28;Velo;Comedie Baudin;8;8
2025-12-29;15:28;Velo;Jean de Beins;15;16
2025-12-29;15:47;Voiture;Antigone;160;239
2025-12-29;15:47;Voiture;Comedie;197;664
2025-12-29;15:47;Voiture;Corum;234;480
2025-12-29;15:47;Voiture;Europa;391;591
2025-12-29;15:47;Voiture;Foch;454;620
2025-12-29;15:47;Voiture;Gambetta;127;452
2025-12-29;15:47;Voiture;Gare;369;656
2025-12-29;15:47;Voiture;Triangle;157;434
2025-12-29;15:47;Voiture;Pitot;315;590
2025-12-29;15:47;Voiture;Circe;666;1200
2025-12-29;15:47;Voiture;Garcia Lorca;367;400
2025-12-29;15:47;Voiture;Mosson;225;328
2025-12-29;15:47;Voiture;Sabines;66;285
2025-12-29;15:47;Voiture;Sablassou;204;379
2025-12-29;15:47;Voiture;Saint Jean Le Sec;204;285
2025-12-29;15:47;Voiture;Euromedecine;143;239
2025-12-29;15:47;Voiture;Occitanie;433;615
2025-12-29;15:47;Voiture;Vicarello;25;64
2025-12-29;15:47;Voiture;Gaumont EST;74;109
2025-12-29;15:47;Voiture;Gaumont OUEST;5;250
2025-12-29;15:47;Voiture;Charles de Gaulle;163;260
2025-12-29;15:47;Voiture;Polygone;576;1911
2025-12-29;15:47;Voiture;Arc de Triomphe;57;440
2025-12-29;15:47;Voiture;Gaumont-Circe;199;500
2025-12-29;15:47;Velo;Rue Jules Ferry - Gare Saint-Roch;5;12
2025-12-29;15:47;Velo;Comédie;13;20
2025-12-29;15:47;Velo;Hôtel de Ville;11;16
2025-12-29;15:47;Velo;Corum;3;12
2025-12-29;15:47;Velo;Place Albert 1er - St Charles;22;27
